transaction_date,ticker,type,amount,state,industry,party,name
4/8/2020,GOOG,Purchase,"$15,000 ",OR,"Computer Software: Programming, Data Processing",Democrat,Ron Wyden
4/6/2020,QSR,Purchase,"$15,000 ",OR,Restaurants,Democrat,Ron Wyden
4/6/2020,GRUB,Purchase,"$15,000 ",OR,,Democrat,Ron Wyden
4/6/2020,GOOG,Purchase,"$15,000 ",OR,"Computer Software: Programming, Data Processing",Democrat,Ron Wyden
4/6/2020,IRBT,Purchase,"$15,000 ",OR,,Democrat,Ron Wyden
4/6/2020,DNKN,Purchase,"$15,000 ",OR,,Democrat,Ron Wyden
4/6/2020,SBUX,Purchase,"$15,000 ",OR,Restaurants,Democrat,Ron Wyden
4/6/2020,RDS-B,Purchase,"$15,000 ",OR,,Democrat,Ron Wyden
4/6/2020,T,Purchase,"$15,000 ",OR,Telecommunications Equipment,Democrat,Ron Wyden
4/6/2020,CSCO,Purchase,"$50,000 ",OR,Computer Communications Equipment,Democrat,Ron Wyden
4/6/2020,AMAT,Purchase,"$50,000 ",OR,Semiconductors,Democrat,Ron Wyden
4/6/2020,KLAC,Purchase,"$50,000 ",OR,Electronic Components,Democrat,Ron Wyden
4/6/2020,AVGO,Purchase,"$50,000 ",OR,Semiconductors,Democrat,Ron Wyden
4/6/2020,XOM,Purchase,"$50,000 ",OR,Integrated oil Companies,Democrat,Ron Wyden
4/6/2020,V,Purchase,"$50,000 ",OR,Business Services,Democrat,Ron Wyden
4/6/2020,CAT,Purchase,"$50,000 ",OR,Construction/Ag Equipment/Trucks,Democrat,Ron Wyden
4/6/2020,AMZN,Purchase,"$100,000 ",OR,Catalog/Specialty Distribution,Democrat,Ron Wyden
4/6/2020,DIS,Purchase,"$100,000 ",OR,Services-Misc. Amusement & Recreation,Democrat,Ron Wyden
5/4/2020,N/A,N/A,,,,,Michael F. Bennet
4/14/2020,PYPL,Purchase,"$15,000 ",DE,Business Services,Democrat,Thomas R. Carper
4/14/2020,CVS,Purchase,"$15,000 ",DE,Medical/Nursing Services,Democrat,Thomas R. Carper
4/14/2020,SWKS,Purchase,"$15,000 ",DE,Semiconductors,Democrat,Thomas R. Carper
4/14/2020,PNQI,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/14/2020,CEF,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/14/2020,DIS,Purchase,"$15,000 ",DE,Services-Misc. Amusement & Recreation,Democrat,Thomas R. Carper
4/2/2020,GEM,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,SBIO,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,IVV,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,KWEB,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,CFA,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,SRVR,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,CEF,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,GLD,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,CIBR,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,MBXIX,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,QTEC,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,IAT,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,FDN,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,LUBFX,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,QLEIX,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,OAYIX,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,FPL,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,GBIL,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,BOTZ,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,FINX,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,IWN,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,DRI,Sale (Full),"$15,000 ",DE,Restaurants,Democrat,Thomas R. Carper
4/2/2020,QCOM,Purchase,"$15,000 ",DE,Radio And Television Broadcasting And Communications Equipment,Democrat,Thomas R. Carper
4/2/2020,RMD,Sale (Partial),"$15,000 ",DE,Medical/Dental Instruments,Democrat,Thomas R. Carper
4/2/2020,SBUX,Purchase,"$15,000 ",DE,Restaurants,Democrat,Thomas R. Carper
4/2/2020,ARCC,Purchase,"$15,000 ",DE,Finance/Investors Services,Democrat,Thomas R. Carper
4/2/2020,CVS,Purchase,"$15,000 ",DE,Medical/Nursing Services,Democrat,Thomas R. Carper
4/2/2020,DGX,Purchase,"$15,000 ",DE,Medical Specialities,Democrat,Thomas R. Carper
4/2/2020,IWD,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,ARE,Purchase,"$15,000 ",DE,Real Estate Investment Trusts,Democrat,Thomas R. Carper
4/2/2020,LGI,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,PKG,Sale (Full),"$15,000 ",DE,Containers/Packaging,Democrat,Thomas R. Carper
4/2/2020,MET,Purchase,"$15,000 ",DE,Life Insurance,Democrat,Thomas R. Carper
4/2/2020,EEM,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,RTN,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,GLAD,Purchase,"$15,000 ",DE,Finance/Investors Services,Democrat,Thomas R. Carper
4/2/2020,SWKS,Purchase,"$15,000 ",DE,Semiconductors,Democrat,Thomas R. Carper
4/2/2020,CEF,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,GLD,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,MBXIX,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,CFG,Sale (Full),"$15,000 ",DE,Major Banks,Democrat,Thomas R. Carper
4/2/2020,TCEHY,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,MPC,Sale (Full),"$15,000 ",DE,Integrated oil Companies,Democrat,Thomas R. Carper
4/2/2020,QLEIX,Sale (Full),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,RODM,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,PTNQ,Purchase,"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,KNX,Sale (Full),"$15,000 ",DE,Trucking Freight/Courier Services,Democrat,Thomas R. Carper
4/2/2020,CB,Sale (Full),"$15,000 ",DE,Property-Casualty Insurers,Democrat,Thomas R. Carper
4/2/2020,GBIL,Sale (Partial),"$15,000 ",DE,,Democrat,Thomas R. Carper
4/2/2020,IRM,Sale (Partial),"$15,000 ",DE,Real Estate Investment Trusts,Democrat,Thomas R. Carper
4/2/2020,HPQ,Sale (Full),"$15,000 ",DE,Computer Manufacturing,Democrat,Thomas R. Carper
4/2/2020,LHX,Purchase,"$15,000 ",DE,Industrial Machinery/Components,Democrat,Thomas R. Carper
4/2/2020,APO,Purchase,"$15,000 ",DE,Investment Managers,Democrat,Thomas R. Carper
4/2/2020,CAG,Sale (Partial),"$15,000 ",DE,Packaged Foods,Democrat,Thomas R. Carper
4/2/2020,GLW,Purchase,"$15,000 ",DE,Telecommunications Equipment,Democrat,Thomas R. Carper
4/2/2020,FITB,Sale (Full),"$15,000 ",DE,Major Banks,Democrat,Thomas R. Carper
4/2/2020,MSFT,Sale (Partial),"$15,000 ",DE,Computer Software: Prepackaged Software,Democrat,Thomas R. Carper
4/2/2020,NVO,Purchase,"$15,000 ",DE,Major Pharmaceuticals,Democrat,Thomas R. Carper
4/2/2020,PEP,Purchase,"$15,000 ",DE,Beverages (Production/Distribution),Democrat,Thomas R. Carper
4/2/2020,TSN,Purchase,"$15,000 ",DE,Meat/Poultry/Fish,Democrat,Thomas R. Carper
4/9/2020,NFLX,Purchase,"$100,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
4/8/2020,AAPL,Purchase,"$15,000 ",KS,Computer Manufacturing,Republican,Pat Roberts
4/7/2020,DIS,Purchase,"$15,000 ",KS,Services-Misc. Amusement & Recreation,Republican,Pat Roberts
4/7/2020,TJX,Purchase,"$15,000 ",KS,Clothing/Shoe/Accessory Stores,Republican,Pat Roberts
4/6/2020,NFLX,Sale (Full),"$250,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
4/28/2020,TJX,Sale (Full),"$15,000 ",KS,Clothing/Shoe/Accessory Stores,Republican,Pat Roberts
4/30/2020,MSFT,Purchase,"$50,000 ",KS,Computer Software: Prepackaged Software,Republican,Pat Roberts
4/29/2020,MA,Purchase,"$50,000 ",KS,Business Services,Republican,Pat Roberts
4/29/2020,BYND,Purchase,"$15,000 ",KS,Packaged Foods,Republican,Pat Roberts
4/27/2020,MSFT,Purchase,"$50,000 ",KS,Computer Software: Prepackaged Software,Republican,Pat Roberts
4/27/2020,AAPL,Purchase,"$50,000 ",KS,Computer Manufacturing,Republican,Pat Roberts
4/24/2020,NVDA,Sale (Full),"$100,000 ",KS,Semiconductors,Republican,Pat Roberts
4/15/2020,NFLX,Sale (Full),"$100,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
4/8/2020,AAPL,Purchase,"$15,000 ",KS,Computer Manufacturing,Republican,Pat Roberts
4/24/2020,AMZN,Sale (Full),"$100,000 ",KS,Catalog/Specialty Distribution,Republican,Pat Roberts
4/24/2020,AMZN,Purchase,"$50,000 ",KS,Catalog/Specialty Distribution,Republican,Pat Roberts
4/17/2020,NFLX,Sale (Full),"$50,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
4/16/2020,NFLX,Purchase,"$50,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
4/15/2020,NFLX,Sale (Full),"$250,000 ",KS,Consumer Electronics/Video Chains,Republican,Pat Roberts
1/17/2020,PRU,Sale (Partial),"$250,000 ",GA,Life Insurance,Republican,Kelly Loeffler
4/13/2020,TEX,Sale (Full),"$50,000 ",GA,Construction/Ag Equipment/Trucks,Republican,Kelly Loeffler
4/14/2020,TGT,Sale (Full),"$250,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
4/14/2020,STT,Sale (Full),"$250,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/14/2020,SLB,Sale (Full),"$50,000 ",GA,Oilfield Services/Equipment,Republican,Kelly Loeffler
4/14/2020,KHC,Sale (Full),"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/14/2020,HIG,Sale (Full),"$250,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/14/2020,DFS,Sale (Full),"$50,000 ",GA,Finance: Consumer Services,Republican,Kelly Loeffler
4/14/2020,CL,Sale (Full),"$250,000 ",GA,Package Goods/Cosmetics,Republican,Kelly Loeffler
4/14/2020,CAT,Sale (Full),"$250,000 ",GA,Construction/Ag Equipment/Trucks,Republican,Kelly Loeffler
4/14/2020,BMY,Sale (Full),"$250,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/14/2020,BP,Sale (Full),"$100,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/13/2020,AMAT,Sale (Full),"$15,000 ",GA,Semiconductors,Republican,Kelly Loeffler
4/13/2020,AA,Sale (Full),"$50,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,UTX,Sale (Full),"$250,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,STT,Sale (Full),"$500,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/14/2020,PRU,Sale (Full),"$250,000 ",GA,Life Insurance,Republican,Kelly Loeffler
4/14/2020,K,Sale (Full),"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/14/2020,HIG,Sale (Full),"$250,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/14/2020,GS,Sale (Full),"$250,000 ",GA,Investment Bankers/Brokers/Service,Republican,Kelly Loeffler
4/14/2020,XOM,Sale (Full),"$100,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/14/2020,DD,Sale (Full),"$50,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,DOW,Sale (Full),"$50,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,DFS,Sale (Full),"$100,000 ",GA,Finance: Consumer Services,Republican,Kelly Loeffler
4/14/2020,DAL,Sale (Full),"$100,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
4/14/2020,CVS,Sale (Full),"$500,000 ",GA,Medical/Nursing Services,Republican,Kelly Loeffler
4/14/2020,CTVA,Sale (Full),"$50,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,CL,Sale (Full),"$250,000 ",GA,Package Goods/Cosmetics,Republican,Kelly Loeffler
4/14/2020,CTSH,Sale (Full),"$250,000 ",GA,EDP Services,Republican,Kelly Loeffler
4/14/2020,CSCO,Sale (Full),"$250,000 ",GA,Computer Communications Equipment,Republican,Kelly Loeffler
4/14/2020,BMY,Sale (Full),"$500,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/14/2020,BP,Sale (Full),"$250,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/14/2020,AIG,Sale (Full),"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/14/2020,MO,Sale (Full),"$50,000 ",GA,Farming/Seeds/Milling,Republican,Kelly Loeffler
4/14/2020,AGN,Sale (Full),"$500,000 ",GA,,Republican,Kelly Loeffler
4/14/2020,ABBV,Sale (Full),"$500,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,AGCO,Sale (Full),"$100,000 ",GA,Industrial Machinery/Components,Republican,Kelly Loeffler
4/7/2020,MPC,Sale (Full),"$250,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,EBAY,Sale (Full),"$250,000 ",GA,Business Services,Republican,Kelly Loeffler
4/7/2020,VZ,Sale (Full),"$500,000 ",GA,Telecommunications Equipment,Republican,Kelly Loeffler
4/7/2020,CTXS,Sale (Full),"$250,000 ",GA,Computer Software: Prepackaged Software,Republican,Kelly Loeffler
4/7/2020,PFE,Sale (Full),"$250,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,AAPL,Sale (Full),"$500,000 ",GA,Computer Manufacturing,Republican,Kelly Loeffler
4/7/2020,C,Sale (Full),"$250,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/7/2020,PRU,Sale (Full),"$100,000 ",GA,Life Insurance,Republican,Kelly Loeffler
4/7/2020,CSCO,Sale (Full),"$250,000 ",GA,Computer Communications Equipment,Republican,Kelly Loeffler
4/7/2020,WMT,Sale (Full),"$250,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
4/7/2020,PYPL,Sale (Full),"$250,000 ",GA,Business Services,Republican,Kelly Loeffler
4/7/2020,KMI,Sale (Full),"$250,000 ",GA,Natural Gas Distribution,Republican,Kelly Loeffler
4/7/2020,T,Sale (Full),"$250,000 ",GA,Telecommunications Equipment,Republican,Kelly Loeffler
4/7/2020,MDLZ,Sale (Full),"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,FDX,Sale (Full),"$250,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
4/7/2020,LOW,Sale (Full),"$500,000 ",GA,RETAIL: Building Materials,Republican,Kelly Loeffler
4/7/2020,TFC,Sale (Full),"$250,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/7/2020,SAP,Sale (Full),"$250,000 ",GA,Computer Software: Prepackaged Software,Republican,Kelly Loeffler
4/7/2020,DOCU,Sale (Full),"$250,000 ",GA,Computer Software: Prepackaged Software,Republican,Kelly Loeffler
4/7/2020,LMT,Sale (Full),"$250,000 ",GA,Military/Government/Technical,Republican,Kelly Loeffler
4/7/2020,DIS,Sale (Full),"$250,000 ",GA,Services-Misc. Amusement & Recreation,Republican,Kelly Loeffler
4/7/2020,AMGN,Sale (Full),"$500,000 ",GA,Biotechnology: Biological Products (No Diagnostic Substances),Republican,Kelly Loeffler
4/7/2020,BAC,Sale (Full),"$250,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/7/2020,STZ,Sale (Full),"$250,000 ",GA,Beverages (Production/Distribution),Republican,Kelly Loeffler
4/7/2020,JD,Sale (Full),"$500,000 ",GA,Catalog/Specialty Distribution,Republican,Kelly Loeffler
4/7/2020,KEY,Sale (Full),"$250,000 ",GA,Major Banks,Republican,Kelly Loeffler
4/7/2020,ORCL,Sale (Full),"$250,000 ",GA,Computer Software: Prepackaged Software,Republican,Kelly Loeffler
3/12/2020,DG,Sale (Partial),"$100,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
2/28/2020,DG,Sale (Partial),"$100,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
2/28/2020,CME,Sale (Partial),"$100,000 ",GA,Investment Bankers/Brokers/Service,Republican,Kelly Loeffler
2/27/2020,FIS,Purchase,"$50,000 ",GA,Business Services,Republican,Kelly Loeffler
4/7/2020,WDC,Sale (Full),"$250,000 ",GA,Electronic Components,Republican,Kelly Loeffler
4/7/2020,VMC,Purchase,"$50,000 ",GA,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Republican,Kelly Loeffler
4/7/2020,UL,Purchase,"$50,000 ",GA,Package Goods/Cosmetics,Republican,Kelly Loeffler
4/7/2020,TRV,Purchase,"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,TRV,Sale (Full),"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
3/31/2020,TRV,Purchase,"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,TJX,Purchase,"$50,000 ",GA,Clothing/Shoe/Accessory Stores,Republican,Kelly Loeffler
4/7/2020,RTX,Purchase,"$100,000 ",GA,Aerospace,Republican,Kelly Loeffler
4/7/2020,PRU,Purchase,"$250,000 ",GA,Life Insurance,Republican,Kelly Loeffler
4/7/2020,PRU,Sale (Partial),"$250,000 ",GA,Life Insurance,Republican,Kelly Loeffler
4/7/2020,PGR,Purchase,"$15,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,PG,Purchase,"$50,000 ",GA,Package Goods/Cosmetics,Republican,Kelly Loeffler
4/7/2020,PANW,Purchase,"$50,000 ",GA,Computer peripheral equipment,Republican,Kelly Loeffler
4/7/2020,NNVC,Sale (Full),"$15,000 ",GA,Biotechnology: Pharmaceutical Preparations,Republican,Kelly Loeffler
4/7/2020,MRK,Purchase,"$50,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,LLY,Purchase,"$15,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,KO,Purchase,"$15,000 ",GA,Beverages (Production/Distribution),Republican,Kelly Loeffler
4/7/2020,K,Purchase,"$50,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,K,Sale (Full),"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,HIG,Purchase,"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,HIG,Sale (Full),"$250,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,GS,Purchase,"$250,000 ",GA,Investment Bankers/Brokers/Service,Republican,Kelly Loeffler
4/7/2020,GLNCY,Sale (Full),"$50,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,ETN,Purchase,"$15,000 ",GA,Industrial Machinery/Components,Republican,Kelly Loeffler
4/7/2020,EMR,Purchase,"$50,000 ",GA,Consumer Electronics/Appliances,Republican,Kelly Loeffler
4/7/2020,EMR,Purchase,"$100,000 ",GA,Consumer Electronics/Appliances,Republican,Kelly Loeffler
4/7/2020,EMR,Sale (Full),"$250,000 ",GA,Consumer Electronics/Appliances,Republican,Kelly Loeffler
4/7/2020,DIS,Purchase,"$100,000 ",GA,Services-Misc. Amusement & Recreation,Republican,Kelly Loeffler
4/7/2020,DFS,Purchase,"$250,000 ",GA,Finance: Consumer Services,Republican,Kelly Loeffler
4/7/2020,DFS,Purchase,"$250,000 ",GA,Finance: Consumer Services,Republican,Kelly Loeffler
4/7/2020,DD,Purchase,"$50,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,DD,Purchase,"$50,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,DD,Sale (Full),"$250,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,DAL,Purchase,"$250,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
4/7/2020,DAL,Purchase,"$250,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
4/7/2020,DAL,Sale (Full),"$100,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
4/7/2020,CVX,Purchase,"$100,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,CVX,Purchase,"$100,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,CVX,Sale (Full),"$250,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,CVS,Purchase,"$15,000 ",GA,Medical/Nursing Services,Republican,Kelly Loeffler
4/7/2020,CTSH,Purchase,"$50,000 ",GA,EDP Services,Republican,Kelly Loeffler
4/7/2020,CTSH,Purchase,"$50,000 ",GA,EDP Services,Republican,Kelly Loeffler
4/7/2020,CSCO,Purchase,"$50,000 ",GA,Computer Communications Equipment,Republican,Kelly Loeffler
4/7/2020,CSCO,Sale (Full),"$250,000 ",GA,Computer Communications Equipment,Republican,Kelly Loeffler
4/7/2020,CR,Purchase,"$50,000 ",GA,Metal Fabrications,Republican,Kelly Loeffler
4/7/2020,CR,Purchase,"$100,000 ",GA,Metal Fabrications,Republican,Kelly Loeffler
4/7/2020,CR,Sale (Full),"$250,000 ",GA,Metal Fabrications,Republican,Kelly Loeffler
4/7/2020,CMCSA,Purchase,"$50,000 ",GA,Television Services,Republican,Kelly Loeffler
4/7/2020,CMCSA,Purchase,"$50,000 ",GA,Television Services,Republican,Kelly Loeffler
4/7/2020,CL,Purchase,"$15,000 ",GA,Package Goods/Cosmetics,Republican,Kelly Loeffler
4/7/2020,CAT,Purchase,"$50,000 ",GA,Construction/Ag Equipment/Trucks,Republican,Kelly Loeffler
4/7/2020,CAT,Purchase,"$50,000 ",GA,Construction/Ag Equipment/Trucks,Republican,Kelly Loeffler
4/7/2020,CAH,Purchase,"$15,000 ",GA,Other Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,CAH,Sale (Full),"$250,000 ",GA,Other Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,BP,Purchase,"$50,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,BP,Purchase,"$50,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
4/7/2020,BABA,Purchase,"$15,000 ",GA,Business Services,Republican,Kelly Loeffler
4/7/2020,AMGN,Purchase,"$50,000 ",GA,Biotechnology: Biological Products (No Diagnostic Substances),Republican,Kelly Loeffler
4/7/2020,AIZ,Purchase,"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AIZ,Purchase,"$100,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AIZ,Sale (Full),"$500,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AIG,Purchase,"$100,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AIG,Purchase,"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AIG,Sale (Full),"$50,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
4/7/2020,AFL,Purchase,"$100,000 ",GA,Accident &Health Insurance,Republican,Kelly Loeffler
4/7/2020,AFL,Purchase,"$50,000 ",GA,Accident &Health Insurance,Republican,Kelly Loeffler
4/7/2020,ADM,Purchase,"$15,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,ADM,Purchase,"$50,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,ADM,Sale (Full),"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
4/7/2020,ABT,Purchase,"$15,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,ABBV,Purchase,"$50,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,ABBV,Purchase,"$15,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/3/2020,RTN,Exchange,"$250,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,HELE,Sale (Full),"$50,000 ",GA,Home Furnishings,Republican,Kelly Loeffler
4/7/2020,GOOGL,Sale (Full),"$500,000 ",GA,"Computer Software: Programming, Data Processing",Republican,Kelly Loeffler
4/7/2020,ARNA,Sale (Full),"$50,000 ",GA,Major Pharmaceuticals,Republican,Kelly Loeffler
4/7/2020,ADP,Sale (Full),"$250,000 ",GA,EDP Services,Republican,Kelly Loeffler
4/7/2020,CME,Sale (Full),"$250,000 ",GA,Investment Bankers/Brokers/Service,Republican,Kelly Loeffler
4/7/2020,COST,Sale (Full),"$250,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
4/7/2020,DG,Sale (Full),"$50,000 ",GA,Department/Specialty Retail Stores,Republican,Kelly Loeffler
4/7/2020,FIS,Sale (Full),"$100,000 ",GA,Business Services,Republican,Kelly Loeffler
4/7/2020,IPHI,Sale (Full),"$100,000 ",GA,,Republican,Kelly Loeffler
4/7/2020,MSFT,Sale (Full),"$500,000 ",GA,Computer Software: Prepackaged Software,Republican,Kelly Loeffler
4/7/2020,RTX,Sale (Full),"$250,000 ",GA,Aerospace,Republican,Kelly Loeffler
4/7/2020,VTR,Sale (Full),"$250,000 ",GA,Real Estate Investment Trusts,Republican,Kelly Loeffler
3/27/2020,AIG,Purchase,"$15,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
3/20/2020,WDC,Purchase,"$250,000 ",GA,Electronic Components,Republican,Kelly Loeffler
3/20/2020,K,Purchase,"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
3/20/2020,EMR,Purchase,"$500,000 ",GA,Consumer Electronics/Appliances,Republican,Kelly Loeffler
3/20/2020,CR,Purchase,"$250,000 ",GA,Metal Fabrications,Republican,Kelly Loeffler
3/20/2020,CSCO,Purchase,"$100,000 ",GA,Computer Communications Equipment,Republican,Kelly Loeffler
3/20/2020,ADM,Purchase,"$250,000 ",GA,Packaged Foods,Republican,Kelly Loeffler
3/20/2020,PRU,Purchase,"$250,000 ",GA,Life Insurance,Republican,Kelly Loeffler
3/20/2020,CVX,Purchase,"$100,000 ",GA,Integrated oil Companies,Republican,Kelly Loeffler
3/20/2020,DAL,Purchase,"$100,000 ",GA,Air Freight/Delivery Services,Republican,Kelly Loeffler
3/20/2020,AIZ,Purchase,"$15,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
3/20/2020,HIG,Purchase,"$250,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
3/20/2020,CAH,Purchase,"$250,000 ",GA,Other Pharmaceuticals,Republican,Kelly Loeffler
3/18/2020,AIZ,Purchase,"$500,000 ",GA,Property-Casualty Insurers,Republican,Kelly Loeffler
